,Artist,Title,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
10957,jacco gardner,clear the air,0,5ULDzKVpUAykH2wMzb00fJ,0.601,0.861,4,-4.772,1,0.0332,0.00434,0.171,0.0621,0.489,119.998,219190,4
10958,intergalactic lovers,fade away,0,7Aw2zBxuyMrrPuxugAcZwr,0.777,0.476,1,-7.652,1,0.0561,0.132,0.0,0.322,0.335,108.071,179480,4
10959,holly golightly,there's an end,0,1Shz7ObjzJlIEn24sXu5JK,0.719,0.58,7,-7.694,1,0.0281,0.0393,0.769,0.0945,0.761,118.683,213800,4
10960,jack white,i'm shakin',0,07AjyDeE85pDr4Dj8BzgWB,0.586,0.782,11,-10.052,0,0.235,0.0142,0.00102,0.0673,0.754,80.753,180173,4
10961,the knocks,the feeling,0,19mZZ1RIVf7lB6DgDAEEVN,0.585,0.764,8,-6.334,1,0.0325,6e-05,0.000964,0.0778,0.744,122.019,217267,4
10962,duck sauce,nrg - radio edit,0,36nTD6zQ5mHJNCl2cD86dI,0.637,0.911,1,-4.217,1,0.459,0.0634,8.8e-05,0.366,0.782,127.996,195089,4
10963,taio cruz,do what you like,0,1Tv1NuaM2jnCrGUE1cVaG6,0.748,0.767,10,-5.335,0,0.162,0.141,5.06e-06,0.0999,0.821,112.025,200341,4
10964,blood orange,uncle ace,0,0Cn4UhpHhgf88eWaS9nn5u,0.742,0.945,5,-6.445,1,0.0428,0.0639,0.165,0.131,0.742,112.977,256693,4
10965,la roux,uptight downtown,0,0o1WzHAdTdI0jpgghsOm2h,0.746,0.727,0,-7.887,1,0.0276,0.00127,0.00782,0.206,0.962,123.209,262000,4
10967,jason derulo,cheyenne,0,3EofjRgUI1WrzqqtLb8NoF,0.554,0.768,6,-5.812,0,0.127,0.0126,7.13e-06,0.122,0.324,99.679,215107,4
10969,daft punk,harder better faster stronger (the neptunes remix),0,5a8PsqWOuGh7FR1tC6UKUs,0.85,0.74,11,-6.327,0,0.0552,0.608,0.000782,0.302,0.907,123.451,312507,4
10970,usher,she came ii give it ii u,0,0kF6MdXhjQeYhZ2kogCIsx,0.821,0.565,4,-5.403,0,0.0837,0.0419,0.0,0.0796,0.732,119.975,242560,4
10971,flight facilities,feelin - original mix,0,6XLSATCZY8hLodpoQrfx27,0.791,0.695,2,-9.096,1,0.0701,0.0186,0.391,0.141,0.901,125.003,376600,4
10972,coconut records,nighttiming,0,2nvZv4qatgsDIbEqqbQLUT,0.532,0.597,10,-6.109,1,0.0261,0.464,0.000123,0.0643,0.345,80.031,210106,1
10973,eden xo,too cool to dance,0,72Nl5JkVhoHtmPkNeyLaSy,0.712,0.864,8,-3.333,1,0.0694,0.0294,0.0,0.0441,0.782,113.006,189335,4
10974,snoop dogg,peaches n cream,0,7Fk0zNC7vGdoDwePPgByKh,0.83,0.722,0,-6.099,1,0.0595,0.0247,1.21e-06,0.0741,0.29,109.987,284213,4
10975,ok go,i won't let you down,0,5v2snXqNEVtKxsJy5YBVfV,0.755,0.915,2,-3.505,1,0.105,0.0257,0.0,0.0351,0.7,113.986,222440,4
10976,tuxedo,number one,0,4AGyRj0EXVJSg8LsUiTO8o,0.784,0.801,9,-3.458,0,0.0594,0.0467,1.73e-05,0.0621,0.776,111.045,248000,4
10977,miami horror,love like mine,0,6Thav39y9X5FrJNuh8MDRZ,0.66,0.943,7,-2.17,1,0.0488,0.0581,8.01e-05,0.0425,0.803,118.001,250644,4
10978,skylar spence,fiona coyne,0,3x3lq0IUkLEv4apfJxwgwd,0.667,0.875,11,-5.274,0,0.122,0.0105,3.46e-06,0.336,0.715,110.029,244292,4
10979,hot chip,go bang,0,5bnBF6QS1kZj3WOVZ8KqOB,0.73,0.912,1,-8.146,1,0.053,0.00745,0.458,0.214,0.756,126.971,664573,4
10980,highly suspect,bloodfeather,0,66Avcq6c51vcMGXLzHH5d7,0.547,0.792,9,-5.645,0,0.035,0.000383,0.000259,0.106,0.395,97.998,234093,4
10981,fall out boy,my songs know what you did in the dark (light em up),0,7s0lDK7y3XLmI7tcsRAbW0,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4
10982,queens of the stone age,the way you used to do,0,1wsnCfewxZlCs7cJxkaMZM,0.474,0.843,0,-5.909,1,0.272,0.0102,0.104,0.362,0.433,97.691,274282,4
10983,fitz and the tantrums,handclap,0,4qRaZYiaOsSvWC7VgcxrI0,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4
10984,paramore,misery business,0,6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4
10985,the luka state,bury me,0,62wJuHJ28SLRLem8XMUS8b,0.378,0.935,11,-2.353,0,0.0903,0.000905,0.0,0.215,0.701,178.118,178718,4
10986,we were promised jetpacks,quiet little voices,0,35ON1xFiywJOT66gLbPtI3,0.23,0.931,4,-4.313,1,0.0637,0.000214,0.0189,0.106,0.428,171.861,261427,4
10987,the fever 333,made an america,0,1kc3xvHmhXqXg4le5uYqLM,0.689,0.869,2,-5.031,1,0.249,0.0124,4.57e-05,0.381,0.372,118.956,189743,4
10988,wolfmother,joker and the thief,0,7ISL3LO8AWP3fKIXunvqTa,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,4
10989,paramore,ignorance,0,47No93LxERvV6MtOAmQzHS,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627,4
10990,blue october,i hope you're happy,0,2YJNoQKf1MPwlInwFPw28P,0.54,0.939,0,-1.712,1,0.0878,0.0222,9.66e-05,0.105,0.672,176.085,232404,4
10992,the struts,could have been me,0,3IyCL4Em1GOpNGDf451Hg1,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,187653,4
10993,the killers,run for cover,0,5NAiPIEzxAexFE3ucV18Q8,0.466,0.951,5,-3.315,1,0.126,0.0016,0.00242,0.351,0.499,165.108,222147,4
10994,death from above 1979,freeze me,0,7FeeQVg6yID8laNUH0LlX8,0.512,0.724,0,-5.912,1,0.0313,0.000827,0.000144,0.237,0.531,130.037,198081,4
10995,cleopatrick,hometown,0,2kFKIFc5RSTlhuGed6ZNZ7,0.315,0.826,7,-4.315,0,0.0644,0.000621,0.000669,0.0703,0.359,139.163,256072,4
10996,the unlikely candidates,your love could start a war,0,45vNhbjlX9ouXuKZAis59H,0.505,0.906,4,-1.593,0,0.0733,0.0233,0.000992,0.353,0.485,120.063,214105,4
10997,shinedown,cut the cord,0,4LFBVDJV0xpayUvquQVzhS,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,224597,4
10998,jet,my name is thunder,0,3RqGMRYDdHmG4t54DueHAM,0.41,0.965,9,-0.536,1,0.0923,0.011,0.000407,0.792,0.3,127.975,176053,4
10999,foo fighters,monkey wrench,0,44wXefe8WB9Fd6xwtmAwbR,0.399,0.953,4,-4.276,1,0.0752,1.83e-05,2.53e-05,0.149,0.555,174.216,231480,4
11000,royal blood,"hook, line & sinker",0,35lBL83KZl80dHivikZKEq,0.51,0.896,7,-5.217,1,0.0363,0.000614,1.5e-05,0.252,0.492,88.034,207760,4
11001,from first to last,make war,0,6GdEIwsXvpfda24vliflHo,0.446,0.915,7,-4.232,1,0.0416,3.02e-05,0.0,0.481,0.28,174.065,203448,4
11002,cold war kids,miracle mile,0,4RvmQ5qbP5PxgJD0BN4EZK,0.355,0.867,2,-3.144,1,0.0738,0.00664,0.554,0.323,0.295,142.849,180133,4
11003,bleeker,highway,0,7aQT5OB4zEgyyxfRDbOBIt,0.457,0.941,6,-5.174,1,0.0339,0.000136,3.12e-06,0.0896,0.704,154.038,201680,4
11004,billy talent,afraid of heights,0,0P44AUPRzaIAHNWquN0fGR,0.543,0.991,9,-2.78,0,0.0668,0.000168,1.31e-05,0.374,0.766,150.031,225680,4
11005,blink-182,bored to death,0,44TuSOP6xIAEeJmZsN3nXO,0.502,0.966,0,-3.876,1,0.0946,0.00575,1.56e-06,0.117,0.638,159.948,235613,4
11006,the killers,when you were young,0,70wYA8oYHoMzhRRkARoMhU,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,220427,4
11007,needtobreathe,great night (feat. shovels & rope),0,41cxe6eOzzQS6odQk6fNdp,0.453,0.914,1,-3.445,1,0.0825,0.0018,0.0,0.349,0.504,129.841,175680,4
11008,joywave,tongues,0,5mCprFWOqe0jB96v9RhLBo,0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773,4
11009,night riots,oh my heart,0,0Tpc0c8WaTnbYsoWoJ06k2,0.469,0.894,8,-4.981,1,0.0508,3.61e-05,0.535,0.512,0.476,162.981,191522,4
11010,eliot sumner,halfway to hell,0,3gtJRdN3kSVPMMuiPdSQpl,0.492,0.861,0,-5.118,1,0.0647,2.23e-05,0.00266,0.113,0.277,134.108,205859,4
11011,say anything,alive with the glory of love,0,53kRlOPQfNWhSraUytOMUY,0.338,0.93,9,-4.619,1,0.131,0.0111,0.0,0.172,0.589,203.101,255175,4
11012,sundara karma,loveblood,0,6Ntw7a75QeRdBy5twUjwDM,0.373,0.89,2,-4.607,1,0.0544,2.24e-05,0.0601,0.408,0.222,170.042,245120,4
11013,ghost,square hammer,0,2XgTw2co6xv95TmKpMcL70,0.53,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.747,129.983,239293,4
11014,blink-182,every time i look for you,0,0V7Wn8Fry7KBO5stYqpFvM,0.502,0.96,11,-2.998,1,0.0484,0.00166,0.0,0.377,0.625,128.228,185467,4
11015,bring me the horizon,drown - new,0,6o39Ln9118FKTMbM4BvcEy,0.405,0.94,1,-3.103,0,0.0844,0.000102,2.79e-05,0.719,0.24,143.126,222093,4
11017,thirty seconds to mars,up in the air,0,0zqwz7SNny9fwqSDpIu4qN,0.483,0.862,11,-3.863,0,0.0857,0.00571,0.0,0.226,0.453,124.026,275787,4
11018,walk the moon,tightrope,0,5q0hJUZKzqeyN5buirEf6B,0.471,0.789,1,-6.188,0,0.0342,9.46e-05,0.00161,0.102,0.588,162.412,209187,4
11019,marmozets,captivate you,0,7msUsozEfRrk9ZDvk1ncgR,0.401,0.904,11,-5.297,0,0.098,0.000385,1.63e-06,0.0643,0.251,153.422,240667,4
11020,biffy clyro,wolves of winter,0,3n4r9HS59J2Utzr9wHbte4,0.546,0.857,5,-4.748,1,0.0445,0.00031,0.00111,0.384,0.373,110.293,248517,3
11021,the hunna,you & me,0,2khDPFbepJ22ODMOuX9E9D,0.411,0.885,4,-3.278,1,0.0747,0.000946,0.0,0.156,0.487,146.01,181853,4
11022,des rocs,let me live / let me die,0,2ibgPP8y0Db44RchTrmRgZ,0.51,0.759,9,-4.854,1,0.101,0.034,0.0,0.077,0.237,91.123,207142,4
11023,tom morello,every step that i take (feat. portugal the man & whethan),0,4ZsB0i93AKEyy2a12AL7EG,0.53,0.764,0,-6.164,1,0.22,0.0113,1.12e-06,0.461,0.539,140.092,222229,4
11024,grandson,blood / / water,0,7clyJIrLkEbXUDwj1tC9zz,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520,4
11025,mike shinoda,make it up as i go (feat. k.flay),0,2rPV3oe3O97fSJZxcunKV8,0.538,0.728,1,-7.21,0,0.293,0.126,0.0221,0.161,0.576,188.003,209707,4
11026,liily,sold,0,6VGS15cU81Yn4ZZeEXAF3a,0.491,0.839,11,-5.928,1,0.0386,0.0105,0.0506,0.161,0.519,172.119,211511,4
11027,you me at six,i o u,0,087KitOxCrzdk9PT4sxZ6e,0.526,0.817,4,-7.589,0,0.0851,0.0552,7.25e-05,0.123,0.558,90.727,211187,4
11028,fidlar,can’t you see,0,2VffNBGL1ybJerwIMPnWs7,0.562,0.884,2,-4.003,1,0.157,0.00979,0.000205,0.115,0.912,169.967,178438,4
11030,the struts,body talks,0,71hhuJLNpxBQLSbbQ6ZWr4,0.537,0.92,10,-3.438,0,0.274,0.00592,0.0,0.34,0.843,185.703,177160,4
11031,palaye royale,you'll be fine,0,3KmuRpdh3UDv9GHyO8SmgB,0.27,0.931,1,-5.016,1,0.232,0.0139,0.0,0.218,0.446,124.608,213395,4
11032,good charlotte,prayers,0,2HLOsBfH6RCLq85GVodkLe,0.365,0.867,9,-5.683,0,0.0716,0.000803,4.85e-06,0.0755,0.257,183.912,230027,4
11033,slothrust,double down,0,6Y7vgyXBoedIKgvmZSYXMw,0.637,0.636,0,-4.675,0,0.109,0.011,0.00139,0.0706,0.788,75.276,191432,4
11034,the regrettes,california friends,0,1KgS3NtxZ0yCVvWWHhYtyx,0.601,0.676,9,-4.423,1,0.0926,0.00414,0.0,0.186,0.391,167.92,214186,4
11035,weezer,can't knock the hustle,0,2f9VEEmi8ZtPfwPdCa2mFb,0.63,0.969,10,-2.215,1,0.0522,0.0139,0.000865,0.0698,0.792,101.014,220999,4
11036,the 1975,love it if we made it,0,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926,4
11037,thirty seconds to mars,hail to the victor,0,64gbzSMPloO2SNBTk3PG3h,0.57,0.723,0,-6.673,0,0.0386,0.00238,0.000144,0.2,0.44,145.001,201957,4
11038,rival sons,do your worst,0,11FvComd16zZX61DrlP3o1,0.391,0.8,2,-2.761,1,0.0523,0.00977,3.08e-06,0.329,0.398,83.81,210851,4
11039,thrice,the dark,0,0ZWBuv544C0STkXfYb9Sd5,0.518,0.713,10,-6.031,0,0.0815,0.00417,0.00768,0.103,0.302,140.137,229893,4
11040,bad wolves,hear me now (feat. diamante),0,7vIdRrMklCkr8fwP6kvw3m,0.338,0.806,9,-7.417,0,0.0767,0.00343,0.0,0.144,0.278,160.821,219760,4
11041,ghost,dance macabre,0,1E2WTcYLP1dFe1tiGDwRmT,0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,219720,4
11042,slash,mind your manners (feat. myles kennedy and the conspirators),0,1iDIZuD3qAsW1wnVTaf3Xi,0.52,0.983,1,-2.412,1,0.366,1.69e-05,0.00123,0.271,0.493,109.999,217840,4
11043,beartooth,disease,0,1hkm127hnTSa2xjGNw8IAE,0.525,0.957,0,-3.742,1,0.0689,0.00202,3.25e-06,0.333,0.456,97.445,228373,4
11044,yungblud,anarchist,0,3vVkxjrTP4SM1Ogq68LoXW,0.508,0.905,9,-4.467,0,0.311,0.00972,0.0,0.342,0.212,160.627,167700,4
11045,grandson,despicable,0,5IPT4Noqvo7bsfbWUOHcG4,0.576,0.782,1,-6.167,1,0.0346,0.0123,0.00241,0.467,0.367,87.971,223893,4
11046,bones (uk),i'm afraid of americans,0,7EYGyg1gSIOTlZ6QVxt36x,0.53,0.948,2,-3.927,1,0.243,0.000892,0.0137,0.0671,0.377,174.017,196000,4
11047,pop evil,be legendary,0,2mVFo8BJ6ZPh82QAOpCUbT,0.547,0.944,4,-3.304,0,0.0507,4.81e-05,0.0451,0.195,0.364,93.966,203274,4
11048,shinedown,get up,0,1OKQIvaO7yn7R2BpdUFG7D,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,245787,4
11049,the blue stones,black holes (solid ground),0,4JuQaU1j7vFXwK5g30kxiv,0.562,0.843,11,-4.238,0,0.0363,0.00798,3.1e-05,0.112,0.262,91.979,185960,4
11051,coheed and cambria,old flames,0,0FGlRz0U160ypVQs5Ltfth,0.442,0.897,2,-6.161,1,0.11,0.127,0.0,0.0993,0.174,148.844,350520,4
11052,linkin park,bleed it out,0,0UFDKFqW2oGspYeYqo9wjA,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,166373,4
11053,ac/dc,back in black,0,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
11054,limp bizkit,take a look around,0,2avKuMN2QXkaG9vvHa2JLt,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040,4
11055,bring me the horizon,throne,0,5tYqrn7cItYhDGDLHt8XuH,0.425,0.882,8,-3.71,1,0.0918,0.000673,0.0,0.28,0.399,144.117,190920,4
11056,backyard babies,th1rt3en or nothing,0,2XfjJf7EpHlYdWd8OnjAtO,0.58,0.94,1,-4.325,1,0.0828,0.00231,1.92e-05,0.0779,0.563,123.072,225600,4
11057,papa roach,help,0,6EaGMOSWL2LndwY6gClBaD,0.383,0.9,7,-5.42,1,0.134,0.00085,1.94e-06,0.271,0.286,183.96,214797,4
11058,dinosaur pile-up,11:11 - radio edit,0,4iABRSZl31Lt5A6QDUeRlI,0.314,0.756,6,-5.875,1,0.0632,0.00025,0.28,0.288,0.926,94.835,198205,4
11060,airways,reckless tongue,0,5Md4gGCtM6HV8eR2lQv8F2,0.532,0.892,11,-4.698,0,0.071,0.00261,0.000519,0.228,0.808,85.99,178795,4
11061,the picturebooks,i need that oooh,0,4WNvyHBpg586CeOjfP7CZl,0.501,0.685,8,-7.221,0,0.032,0.147,0.269,0.223,0.402,97.43,221907,4
11062,p.o.d.,soundboy killa,0,3ldpm4A8IGUX5YbJ7PlzOJ,0.593,0.982,5,-4.091,1,0.191,0.000637,1.41e-05,0.0718,0.494,94.918,246160,4
11063,pærish,adriatic,0,4tVdXk9zmlm4koU9Jfwo1y,0.354,0.91,1,-5.831,1,0.043,0.000414,0.205,0.456,0.362,154.99,177659,4
11064,billy talent,devil on my shoulder,0,1cWLHfLSF0FLAwvyznKkOb,0.588,0.892,2,-4.322,1,0.0337,0.00193,0.000991,0.32,0.565,95.905,229533,4
11065,kids in glass houses,fisticuffs,0,3LE6EsZUdRRSDpGsmBpnev,0.421,0.961,11,-2.8,0,0.107,6.03e-05,0.00102,0.387,0.441,186.093,175133,4
11066,prophets of rage,the party’s over,0,4o42t3TaRGPdLvVpoKoj4x,0.663,0.962,9,-5.863,1,0.0621,0.00548,0.0177,0.0743,0.566,136.026,212092,4
11067,letlive.,a weak ago,0,3rY98pNrVY2OOacnbxbI0E,0.597,0.982,10,-3.165,0,0.12,0.00793,0.0,0.189,0.651,137.995,191138,4
11068,twin atlantic,heart and soul,0,7CskFQLRb7IdIEdnAnjMDV,0.391,0.828,7,-4.156,1,0.0722,0.000708,0.0,0.0781,0.561,177.91,217159,4
11069,canterbury,something better,0,5KubAwSuCHu4EEd5Q4kUsZ,0.359,0.936,6,-4.458,0,0.0927,8.14e-06,0.0,0.75,0.35,159.994,210893,4
11070,don broco,everybody,0,12ohAUYWLfBbCODpsIYJQ4,0.613,0.916,8,-3.49,1,0.0753,0.00513,4.3e-05,0.228,0.527,122.068,200720,4
11071,grit,others,0,109wpUkiX8IcWR8WTPV7cp,0.506,0.82,7,-4.142,1,0.0526,0.000148,0.548,0.0389,0.61,94.967,211506,3
11072,sugarcult,los angeles,0,5dJqHtAc4toOPTRX9xfOB6,0.509,0.817,10,-5.472,0,0.0502,0.000439,5.56e-06,0.0947,0.597,155.199,237573,4
11073,saint asonia,better place,0,0G4V6AHO86FMTHYPwMFGrb,0.356,0.886,6,-3.452,1,0.0597,9.07e-05,0.0,0.245,0.389,187.976,215467,4
11074,mallory knox,ghost in the mirror,0,2sxVGe2awPj7emt2btYnp1,0.306,0.989,6,-1.487,0,0.0815,0.000993,0.000273,0.376,0.416,173.938,216160,4
11075,shortie,the way things are,0,5ZBhxUTVyxiCoDp6j8lidJ,0.372,0.977,8,-3.78,1,0.154,0.000141,1.47e-05,0.271,0.37,172.834,175973,4
11076,elm tree circle,feel the burn,0,45gDEUYHgDRCtwxzQD4Oar,0.371,0.899,6,-4.056,1,0.0657,2.99e-05,0.000158,0.0367,0.524,139.922,172458,4
11077,nathaniel rateliff & the night sweats,you worry me,0,6jwsbxD1nvTc4UGLgRoCa6,0.666,0.646,2,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,214160,4
11078,leagues,walking backwards,0,6iIgaicjGuLqynkT6rf7p0,0.535,0.726,4,-8.138,0,0.148,0.000721,0.00783,0.109,0.605,125.167,251467,4
11079,chris stapleton,midnight train to memphis,0,6tInq1Sn2eehdsQGA9Aafh,0.28,0.93,9,-7.573,1,0.104,0.0014,0.011,0.371,0.623,177.258,222653,3
11080,thrice,sea change,0,7vNlyHGvF1UPwIGjQBoVFG,0.681,0.496,0,-7.916,0,0.031,0.0567,0.337,0.126,0.272,134.953,285068,4
11081,the cold stares,sleeping with lions,0,0jFVQBPBmlBSw187RYh6Ss,0.365,0.778,5,-6.117,0,0.039,6.42e-05,1.35e-06,0.299,0.712,73.93,199787,4
11082,no fit state,on your own,0,5l74gBFPuMkN1KcoLMP1Zk,0.326,0.677,9,-5.449,1,0.116,0.0109,0.00281,0.385,0.586,184.8,180324,4
11083,ron gallo,"young lady, you're scaring me",0,6PtIXICwmoxCgLjw2zApDs,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,220538,4
11084,the record company,life to fix - radio edit,0,7nUBKIFijTXrZuq0k2nsgZ,0.601,0.843,9,-4.674,1,0.0446,0.133,1.75e-06,0.613,0.403,114.829,197104,4
11085,hannah wicklund & the steppin stones,bomb through the breeze,0,2lYTIEA8KJQWysrhXDogcD,0.401,0.591,2,-4.65,1,0.0299,0.00252,0.00278,0.313,0.691,82.132,164645,4
11086,barns courtney,"""99""",0,6YQUuoMnRIMaOmouYoMfQr,0.552,0.804,8,-4.299,1,0.0303,0.00598,0.0,0.111,0.714,95.98,199413,4
11087,sam fender,dead boys,0,7g93COdRFvOxwpxPlvrqLM,0.462,0.815,0,-3.626,1,0.0377,0.142,5.21e-05,0.0872,0.191,168.175,203613,4
11088,death cab for cutie,gold rush,0,6x9VaGUbiSRvkLEdjeqjsN,0.518,0.96,5,-4.466,1,0.0504,0.254,0.000233,0.311,0.826,80.43,240253,4
11089,my morning jacket,one big holiday,0,5boh3WTOJ1aOF6uUEF4HPh,0.412,0.917,9,-7.036,0,0.0525,0.0925,0.0143,0.24,0.313,136.85,321373,4
11090,george taylor,the youth,0,34VxehtpB6VaZ7s0rHOOXb,0.547,0.437,9,-9.977,1,0.0287,0.0153,7.43e-05,0.0732,0.315,79.969,210944,4
11091,goodbye june,live in the now,0,2ta62IN8b3kM4EqqiI7LOF,0.487,0.918,1,-4.5,1,0.112,0.0632,3.7e-06,0.104,0.507,175.121,262586,4
11092,wilderado,you don't love me,0,5xmVq2oVbvT5hKy5Z34KPD,0.499,0.536,4,-6.416,1,0.033,0.000905,3.68e-05,0.149,0.166,132.162,235484,4
11093,john the martyr,cross the line,0,5tuAX3upjODp1dtJPxT5y1,0.406,0.738,0,-4.265,1,0.0444,0.0355,5.47e-05,0.0901,0.694,102.67,212587,4
11094,lucero,for the lonely ones,0,4wyjvWBoDV8DwtLwNkYZrn,0.26,0.81,7,-9.432,1,0.0532,0.0681,0.531,0.129,0.282,138.612,173333,4
11095,mona,some kind of rage,0,7McOiiOl8vG40eqvjibTsv,0.522,0.739,9,-3.217,1,0.0304,0.071,0.0,0.173,0.312,91.001,210093,4
11096,manchester orchestra,the gold,0,3EytfC22ikoXM921cJbejn,0.394,0.689,9,-6.648,1,0.0385,0.00119,0.0131,0.176,0.457,180.111,273067,3
11097,the revivalists,all my friends,0,2WgbFkQQswVVEWnyKnFo2q,0.602,0.837,4,-4.897,0,0.0408,0.111,3.01e-06,0.58,0.357,90.038,218333,4
11098,bones owens,keep it close,0,2vNNO32nG2j8E3gAGJLWMh,0.457,0.824,11,-4.481,1,0.0381,0.0156,2.76e-06,0.0997,0.436,80.019,220791,4
11100,brian fallon,if your prayers don't get to heaven,0,3XTCg7xgIcrWIB85GJWxHL,0.674,0.841,9,-5.211,0,0.0283,0.1,0.000486,0.134,0.619,100.954,250547,4
11101,dave matthews band,samurai cop (oh joy begin),0,69a3udBACapETLMsQaqm6i,0.565,0.634,11,-4.998,1,0.0277,0.038,0.0,0.211,0.339,128.001,262240,4
11102,skrizzly adams,dance with darkness,0,5tABJYXHCOo3HRSd0ClfEd,0.631,0.847,3,-4.782,1,0.16,0.0834,0.0,0.318,0.704,141.965,202880,4
11103,filmspeed,just my luck,0,4USqI8cPErryA8daiZaizM,0.56,0.696,10,-8.802,0,0.0591,0.0047,0.0265,0.286,0.696,127.967,212081,4
11104,blackberry smoke,flesh and bone,0,4l7F39cJ9mejxpuDp8rUX0,0.496,0.948,5,-4.584,0,0.0566,0.037,0.121,0.196,0.354,112.951,272067,4
11105,grizfolk,shaky in the knees,0,6hK0SJ7bCPSlmXB9yGVTr5,0.591,0.601,7,-7.222,1,0.0269,0.19,0.00263,0.0958,0.515,117.076,209480,3
11106,ron gallo,love supreme (work together!),0,3hdWuSgCuJKxBCrm0GSxVE,0.842,0.941,7,-6.912,1,0.0517,0.136,0.00808,0.0645,0.716,119.075,191987,4
11107,dawes,feed the fire,0,0dq6hRNyNRXCDIfzk6UFJF,0.698,0.618,0,-6.909,1,0.0281,0.331,0.00518,0.166,0.834,120.919,357477,4
11108,skrizzly adams,slip,0,6uhW8UZKXzuOnFAmjou8vn,0.604,0.8,10,-5.343,1,0.0366,0.123,0.0,0.309,0.783,144.932,134069,4
11110,vintage trouble,knock me out,0,6hZg9eBzZtn5SpHarPehbU,0.452,0.906,0,-4.888,0,0.24,0.0849,7.29e-05,0.753,0.635,167.088,185610,4
11111,gang of youths,the heart is a muscle - radio edit,0,5DlQetNIPiALnYuM3BFgRz,0.551,0.896,11,-4.905,1,0.0443,0.0049,0.00514,0.252,0.54,106.483,214410,4
11112,the brummies,takes some time,0,6H5lXMtMSQZn4Cg2GgVGH5,0.634,0.548,8,-8.672,0,0.0236,0.404,0.000377,0.0742,0.691,99.998,129580,4
11113,matt maeson,the hearse,0,7tySfDFfBiCjraLdoy6In5,0.629,0.414,1,-5.782,1,0.0323,0.0068,7.78e-05,0.0807,0.417,81.941,202760,3
11114,brent cowles,keep moving,0,60t8FdpejxHC8OeTe0gHeg,0.435,0.768,1,-4.892,1,0.043,0.072,0.114,0.128,0.227,113.983,217480,4
11115,delta spirit,from now on,0,3NMEeXOpFQ9xuFl5FiNWd5,0.343,0.878,1,-4.037,1,0.0713,0.000744,0.000273,0.228,0.467,163.925,189372,4
11116,the national reserve,new love,0,6LbPaxkugeL0tD4qcXTwWe,0.555,0.837,9,-4.476,1,0.0269,0.00231,0.00613,0.296,0.832,114.212,228893,4
11117,dorothy,flawless,0,1Q7Z7PQlHkuKF1F9fK5VOd,0.426,0.768,0,-4.723,1,0.0315,0.0489,0.0554,0.297,0.535,148.108,242307,4
11118,needtobreathe,bridges burn,0,7sUW7X7blDODuD4kX0RRLu,0.654,0.595,7,-5.354,0,0.0293,0.192,1.27e-05,0.132,0.207,101.032,258432,4
11119,wilderado,morning light,0,6XOtuSLtsnZKhvcW9DBaUL,0.457,0.582,9,-4.971,1,0.0285,0.00592,2.39e-05,0.0847,0.335,76.049,220253,4
11120,the record company,off the ground,0,3xRzUblYGZhVs52fMjii7R,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,253747,4
11121,mt. joy,jenny jenkins,0,7I0Ep2xYqltHpke3Kg0WPT,0.729,0.406,8,-9.388,1,0.0533,0.248,0.0,0.114,0.177,127.954,199387,4
11122,parker millsap,fine line,0,6ytByd5f33v9SPYsk9GsIX,0.6,0.866,9,-4.816,1,0.168,0.00807,0.000564,0.114,0.761,87.444,159227,4
